kode_kecamatan,kode_kabupaten,kode_provinsi,name
01,01,11,Bakongan
02,01,11,Kluet Utara
03,01,11,Kluet Selatan
04,01,11,Labuhan Haji
05,01,11,Meukek
06,01,11,Samadua (Sama Dua)
07,01,11,Sawang
08,01,11,Tapaktuan (Tapak Tuan)
09,01,11,Trumon
10,01,11,Pasi Raja (Pasie Raja)
11,01,11,Labuhan Haji Timur
12,01,11,Labuhan Haji Barat
13,01,11,Kluet Tengah
14,01,11,Kluet Timur
15,01,11,Bakongan Timur
16,01,11,Trumon Timur
17,01,11,Kota Bahagia
18,01,11,Trumon Tengah
01,02,11,Lawe Alas
02,02,11,Lawe Sigala Gala
03,02,11,Bambel
04,02,11,Babussalam
05,02,11,Badar
06,02,11,Babul Makmur
07,02,11,Darul Hasanah
08,02,11,Lawe Bulan
09,02,11,Bukit Tusam
10,02,11,Semadam
11,02,11,Babul Rahmah
12,02,11,Ketambe
13,02,11,Deleng Pokhkisen (Deleng Pokhisen)
14,02,11,Lawe Sumur
15,02,11,Tanoh Alas (Tanah Alas)
16,02,11,Leuser
01,03,11,Darul Aman
02,03,11,Julok
03,03,11,Idi Rayeuk
04,03,11,Birem Bayeun
05,03,11,Serbajadi
06,03,11,Nurussalam
07,03,11,Peureulak
08,03,11,Rantau Selamat
09,03,11,Simpang Ulim
10,03,11,Rantau Peureulak (Ranto Peureulak)
11,03,11,Pante Bidari
12,03,11,Madat
13,03,11,Indra Makmu (Indra Makmur)
14,03,11,Idi Tunong
15,03,11,Banda Alam
16,03,11,Peudawa
17,03,11,Peureulak Timur
18,03,11,Peureulak Barat
19,03,11,Sungai Raya
20,03,11,Simpang Jernih
21,03,11,Darul Ihsan (Iksan)
22,03,11,Darul Falah
23,03,11,Idi Timur
24,03,11,Peunaron
01,04,11,Linge
02,04,11,Silih Nara
03,04,11,Bebesen
07,04,11,Pegasing
08,04,11,Bintang
10,04,11,Ketol
11,04,11,Kebayakan
12,04,11,Kute Panang
13,04,11,Celala
17,04,11,Laut Tawar (Lut Tawar)
18,04,11,Atu Lintang
19,04,11,Jagong Jeget
20,04,11,Bies
21,04,11,Rusip Antara
01,05,11,Johan Pahwalan (Johan Pahlawan)
02,05,11,Kaway XVI
03,05,11,Sungai Mas
04,05,11,Woyla
05,05,11,Samatiga
06,05,11,Bubon
07,05,11,Arongan Lambalek
08,05,11,Pante Ceureumen (Pantai Ceuremen)
09,05,11,Meureubo
10,05,11,Woyla Barat
11,05,11,Woyla Timur
12,05,11,Panton Reu
01,06,11,Lhoong
02,06,11,Lhoknga (Lho'nga)
03,06,11,Indrapuri
04,06,11,Seulimeum
05,06,11,Montasik (Mantasiek)
06,06,11,Sukamakmur (Suka Makmur)
07,06,11,Darul Imarah
08,06,11,Peukan Bada
09,06,11,Mesjid Raya
10,06,11,Ingin Jaya
11,06,11,Kuta Baro
12,06,11,Darussalam
13,06,11,Pulo Aceh
14,06,11,Lembah Seulawah
15,06,11,Kota Jantho
16,06,11,Kuta Cot Glie (Kota Cot Glie)
17,06,11,Kuta Malaka (Kota Malaka)
18,06,11,Simpang Tiga
19,06,11,Darul Kamal
20,06,11,Baitussalam
21,06,11,Krueng Barona Jaya
22,06,11,Leupung
23,06,11,Blang Bintang (Blank Bintang)
03,07,11,Batee
04,07,11,Delima
05,07,11,Geumpang
06,07,11,Glumpang Tiga (Geulumpang Tiga)
07,07,11,Indrajaya (Indra Jaya)
08,07,11,Kembang Tanjong
09,07,11,Kota Sigli
11,07,11,Mila
12,07,11,Muara Tiga
13,07,11,Mutiara
14,07,11,Padang Tiji
15,07,11,Peukan Baro
16,07,11,Pidie
17,07,11,Sakti
18,07,11,Simpang Tiga
19,07,11,Tangse
21,07,11,Tiro/Truseb
22,07,11,Keumala
24,07,11,Mutiara Timur
25,07,11,Grong Grong
27,07,11,Mane
29,07,11,Glumpang Baro
31,07,11,Titeue
01,08,11,Baktiya
02,08,11,Dewantara
03,08,11,Kuta Makmur
04,08,11,Lhoksukon
05,08,11,Matangkuli
06,08,11,Muara Batu
07,08,11,Meurah Mulia
08,08,11,Samudera
09,08,11,Seunuddon (Seunudon)
10,08,11,Syamtalira Aron
11,08,11,Syamtalira Bayu
12,08,11,Tanah Luas
13,08,11,Tanah Pasir
14,08,11,T. Jambo Aye (Tanah Jambo Aye)
15,08,11,Sawang
16,08,11,Nisam
17,08,11,Cot Girek
18,08,11,Langkahan
19,08,11,Baktiya Barat
20,08,11,Paya Bakong
21,08,11,Nibong
22,08,11,Simpang Kramat (Keramat)
23,08,11,Lapang
24,08,11,Pirak Timur
25,08,11,Geuredong Pase
26,08,11,Banda Baro
27,08,11,Nisam Antara
01,09,11,Simeulue Tengah (Simeuleu Tengah)
02,09,11,Salang
03,09,11,Teupah Barat
04,09,11,Simeulue Timur (Simeuleu Timur)
05,09,11,Teluk Dalam
06,09,11,Simeulue Barat (Simeuleu Barat)
07,09,11,Teupah Selatan
08,09,11,Alafan (Alapan)
09,09,11,Teupah Tengah
10,09,11,Simeulue Cut
01,10,11,Pulau Banyak
02,10,11,Simpang Kanan
04,10,11,Singkil
06,10,11,Gunung Meriah (Mariah)
09,10,11,Kota Baharu
10,10,11,Singkil Utara
11,10,11,Danau Paris
12,10,11,Suro Makmur
13,10,11,Singkohor
14,10,11,Kuala Baru
16,10,11,Pulau Banyak Barat
01,11,11,Samalanga
02,11,11,Jeunieb
03,11,11,Peudada
04,11,11,Jeumpa
05,11,11,Peusangan
06,11,11,Makmur
07,11,11,Gandapura (Ganda Pura)
08,11,11,Pandrah
09,11,11,Juli
10,11,11,Jangka
11,11,11,Simpang Mamplam
12,11,11,Peulimbang (Plimbang)
13,11,11,Kota Juang
14,11,11,Kuala
15,11,11,Peusangan Siblah Krueng
16,11,11,Peusangan Selatan
17,11,11,Kuta Blang
01,12,11,Blangpidie (Blang Pidie)
02,12,11,Tangan-Tangan
03,12,11,Manggeng
04,12,11,Susoh
05,12,11,Kuala Batee
06,12,11,Babah Rot
07,12,11,Setia
08,12,11,Jeumpa
09,12,11,Lembah Sabil
01,13,11,Blangkejeren (Blang Kejeren)
02,13,11,Kutapanjang (Kuta Panjang)
03,13,11,Rikit Gaib
04,13,11,Terangun (Terangon)
05,13,11,Pining (Pinding)
06,13,11,Blangpegayon (Blang Pegayon)
07,13,11,Puteri Betung (Putri Betung)
08,13,11,Dabun Gelang (Debun Gelang)
09,13,11,Blangjerango (Blang Jerango)
10,13,11,Teripe Jaya (Tripe Jaya)
11,13,11,Pantan Cuaca
01,14,11,Teunom
02,14,11,Krueng Sabee
03,14,11,Setia Bhakti (Setia Bakti)
04,14,11,Sampoi Niet (Sampoiniet)
05,14,11,Jaya
06,14,11,Panga (Keude Panga)
07,14,11,Indra Jaya
08,14,11,Darul Hikmah
09,14,11,Pasie Raya
01,15,11,Kuala
02,15,11,Seunagan
03,15,11,Seunagan Timur
04,15,11,Beutong
05,15,11,Darul Makmur
06,15,11,Suka Makmue
07,15,11,Kuala Pesisir
08,15,11,Tadu Raya
09,15,11,Tripa Makmur
10,15,11,Beutong Ateuh Banggalang
01,16,11,Manyak Payed
02,16,11,Bendahara
03,16,11,Karang Baru
04,16,11,Seruway
05,16,11,Kota Kualasinpang (Kota Kuala Simpang)
06,16,11,Kejuruan Muda
07,16,11,Tamiang Hulu
08,16,11,Rantau
09,16,11,Banda Mulia
10,16,11,Bandar Pusaka
11,16,11,Tenggulun
12,16,11,Sekerak
01,17,11,Pintu Rime Gayo
02,17,11,Permata
03,17,11,Syiah Utama
04,17,11,Bandar
05,17,11,Bukit
06,17,11,Wih Pesam
07,17,11,Timang Gajah
08,17,11,Bener Kelipah
09,17,11,Mesidah
10,17,11,Gajah Putih
01,18,11,Meureudu
02,18,11,Ulim
03,18,11,Jangka Buya (Jangka Buaya)
04,18,11,Bandar Dua
05,18,11,Meurah Dua
06,18,11,Bandar Baru
07,18,11,Panteraja
08,18,11,Trienggadeng
01,71,11,Baiturrahman
02,71,11,Kuta Alam
03,71,11,Meuraxa
04,71,11,Syiah Kuala
05,71,11,Lueng Bata
06,71,11,Kuta Raja
07,71,11,Banda Raya
08,71,11,Jaya Baru
09,71,11,Ulee Kareng
01,72,11,Sukakarya
02,72,11,Sukajaya
03,72,11,Sukamakmue
01,73,11,Muara Dua
02,73,11,Banda Sakti
03,73,11,Blang Mangat
04,73,11,Muara Satu
01,74,11,Langsa Timur
02,74,11,Langsa Barat
03,74,11,Langsa Kota
04,74,11,Langsa Lama
05,74,11,Langsa Baro
01,75,11,Simpang Kiri
02,75,11,Penanggalan
03,75,11,Rundeng
04,75,11,Sultan Daulat
05,75,11,Longkib
01,01,12,Barus
02,01,12,Sorkam
03,01,12,Pandan
04,01,12,Pinangsori
05,01,12,Manduamas
06,01,12,Kolang
07,01,12,Tapian Nauli
08,01,12,Sibabangun
09,01,12,Sosorgadong (Sosor Gadong)
10,01,12,Sorkam Barat
11,01,12,Sirandorung
12,01,12,Andam Dewi
13,01,12,Sitahuis
14,01,12,Tukka
15,01,12,Badiri
16,01,12,Pasaribu Tobing
17,01,12,Barus Utara
18,01,12,Suka Bangun
19,01,12,Lumut
20,01,12,Sarudik
01,02,12,Tarutung
02,02,12,Siatas Barita
03,02,12,Adian Koting
04,02,12,Sipoholon
05,02,12,Pahae Julu
06,02,12,Pahae Jae
07,02,12,Simangumban
08,02,12,Purba Tua (Purbatua)
09,02,12,Siborong-Borong
10,02,12,Pagaran
11,02,12,Parmonangan
12,02,12,Sipahutar
13,02,12,Pangaribuan
14,02,12,Garoga
15,02,12,Muara
01,03,12,Angkola Barat
02,03,12,Batang Toru
03,03,12,Angkola Timur
04,03,12,Sipirok
05,03,12,Saipar Dolok Hole
06,03,12,Angkola Selatan
07,03,12,Batang Angkola
14,03,12,Arse
20,03,12,Marancar
21,03,12,Sayur Matinggi
22,03,12,Aek Bilah
29,03,12,Muara Batang Toru
30,03,12,Tano Tombangan Angkola
31,03,12,Angkola Sangkunur
32,03,12,Angkola Muara Tais
05,04,12,Hiliduho
06,04,12,Gido
10,04,12,Idanogawo (Idano Gawo)
11,04,12,Bawolato
20,04,12,Hiliserangkai (Hili Serangkai / Hilisaranggu)
21,04,12,Botomuzoi
27,04,12,Ulugawo
28,04,12,Ma'u
29,04,12,Somolo-Molo (Samolo)
35,04,12,Sogae'adu (Sogae Adu / Sogaeadu)
01,05,12,Bahorok
02,05,12,Salapian
03,05,12,Kuala
04,05,12,Sei Bingai (Sei Binge / Bingei)
05,05,12,Binjai
06,05,12,Selesai
07,05,12,Stabat
08,05,12,Wampu
09,05,12,Secanggang
10,05,12,Hinai
11,05,12,Tanjung Pura (Tanjungpura)
12,05,12,Padang Tualang
13,05,12,Gebang
14,05,12,Babalan
15,05,12,Pangkalan Susu
16,05,12,Besitang
17,05,12,Sei Lepan
18,05,12,Berandan Barat (Brandan Barat)
19,05,12,Batang Serangan
20,05,12,Sawit Seberang
21,05,12,Sirapit (Serapit)
22,05,12,Kutambaru
23,05,12,Pematang Jaya
01,06,12,Kabanjahe
02,06,12,Berastagi (Brastagi)
03,06,12,Barusjahe (Barus Jahe)
04,06,12,Tigapanah (Tiga Panah)
05,06,12,Merek
06,06,12,Munte
07,06,12,Juhar
08,06,12,Tigabinanga (Tiga Binanga)
09,06,12,Laubaleng
10,06,12,Mardingding (Mardinding)
11,06,12,Payung
12,06,12,Simpang Empat
13,06,12,Kutabuluh (Kuta Buluh)
14,06,12,Dolat Rayat
15,06,12,Merdeka
16,06,12,Naman Teran (Nama Teran)
17,06,12,Tiganderket
01,07,12,Gunung Meriah
02,07,12,Tanjung Morawa
03,07,12,Sibolangit
04,07,12,Kutalimbaru
05,07,12,Pancur Batu
06,07,12,Namo Rambe (Namorambe)
07,07,12,Biru-Biru (Sibiru-biru)
08,07,12,STM Hilir (Sinembah Tanjung Muda Hilir)
09,07,12,Bangun Purba
19,07,12,Galang
20,07,12,STM Hulu (Sinembah Tanjung Muda Hulu)
21,07,12,Patumbak
22,07,12,Deli Tua
23,07,12,Sunggal
24,07,12,Hamparan Perak
25,07,12,Labuhan Deli
26,07,12,Percut Sei Tuan
27,07,12,Batang Kuis
28,07,12,Lubuk Pakam
31,07,12,Pagar Merbau
32,07,12,Pantai Labu
33,07,12,Beringin
01,08,12,Siantar
02,08,12,Gunung Malela
03,08,12,Gunung Maligas
04,08,12,Panei
05,08,12,Panombeian Panei / Pane
06,08,12,Jorlang Hataran
07,08,12,Raya Kahean
08,08,12,Bosar Maligas
09,08,12,Sidamanik
10,08,12,Pamatang Sidamanik (Pematang Sidamanik)
11,08,12,Tanah Jawa
12,08,12,Hatonduhan
13,08,12,Dolok Panribuan
14,08,12,Purba
15,08,12,Haranggaol Horisan (Haranggaol Horison)
16,08,12,Girsang Sipangan Bolon
17,08,12,Dolok Batu Nanggar
18,08,12,Huta Bayu Raja
19,08,12,Jawa Maraja Bah Jambi
20,08,12,Dolok Pardamean
21,08,12,Pematang Bandar
22,08,12,Bandar Huluan
23,08,12,Bandar
24,08,12,Bandar Masilam
25,08,12,Silimakuta
26,08,12,Dolok Silou (Dolok Silau)
27,08,12,Silou Kahean
28,08,12,Tapian Dolok
29,08,12,Raya
30,08,12,Ujung Padang
31,08,12,Pamatang Silima Huta (Pematang)
32,08,12,Dolog Masagal
08,09,12,Meranti
09,09,12,Air Joman
10,09,12,Tanjung Balai
11,09,12,Sei Kepayang
12,09,12,Simpang Empat
13,09,12,Air Batu
14,09,12,Pulau Rakyat
15,09,12,Bandar Pulau
16,09,12,Buntu Pane
17,09,12,Bandar Pasir Mandoge
18,09,12,Aek Kuasan
19,09,12,Kota Kisaran Barat
20,09,12,Kota Kisaran Timur
21,09,12,Aek Songsongan
22,09,12,Rahuning (Rahunig)
23,09,12,Sei Dadap
24,09,12,Sei Kepayang Barat
25,09,12,Sei Kepayang Timur
26,09,12,Tinggi Raja
27,09,12,Setia Janji
28,09,12,Silau Laut
29,09,12,Rawang Panca Arga
30,09,12,Pulo Bandring
31,09,12,Teluk Dalam
32,09,12,Aek Ledong
01,10,12,Rantau Utara
02,10,12,Rantau Selatan
07,10,12,Bilah Barat
08,10,12,Bilah Hilir
09,10,12,Bilah Hulu
14,10,12,Pangkatan
18,10,12,Panai Tengah
19,10,12,Panai Hilir
20,10,12,Panai Hulu
01,11,12,Sidikalang
02,11,12,Sumbul
03,11,12,Tigalingga (Tiga Lingga)
04,11,12,Siempat Nempu
05,11,12,Silima Pungga Pungga
06,11,12,Tanah Pinem
07,11,12,Siempat Nempu Hulu
08,11,12,Siempat Nempu Hilir
09,11,12,Pegagan Hilir
10,11,12,Parbuluan
11,11,12,Lae Parira
12,11,12,Gunung Sitember
13,11,12,Berampu (Brampu)
14,11,12,Silahisabungan (Silahi Sabungan)
15,11,12,Sitinjo
01,12,12,Balige
02,12,12,Laguboti
03,12,12,Silaen
04,12,12,Habinsaran
05,12,12,Pintu Pohan Meranti
06,12,12,Borbor
07,12,12,Porsea
08,12,12,Ajibata
09,12,12,Lumban Julu
10,12,12,Uluan
19,12,12,Sigumpar
20,12,12,Siantar Narumonda
21,12,12,Nassau
22,12,12,Tampahan
23,12,12,Bonatua Lunasi
24,12,12,Parmaksian
01,13,12,Panyabungan
02,13,12,Panyabungan Utara
03,13,12,Panyabungan Timur
04,13,12,Panyabungan Selatan
05,13,12,Panyabungan Barat
06,13,12,Siabu
07,13,12,Bukit Malintang
08,13,12,Kotanopan
09,13,12,Lembah Sorik Marapi
10,13,12,Tambangan
11,13,12,Ulu Pungkut
12,13,12,Muara Sipongi
13,13,12,Batang Natal
14,13,12,Lingga Bayu
15,13,12,Batahan
16,13,12,Natal
17,13,12,Muara Batang Gadis
18,13,12,Ranto Baek
19,13,12,Huta Bargot
20,13,12,Puncak Sorik Marapi
21,13,12,Pakantan
22,13,12,Sinunukan
23,13,12,Naga Juang
01,14,12,Lolomatua
02,14,12,Gomo
03,14,12,Lahusa
04,14,12,Hibala
05,14,12,Pulau-Pulau Batu
06,14,12,Teluk Dalam
07,14,12,Amandraya
08,14,12,Lolowau
09,14,12,Susua
10,14,12,Maniamolo
11,14,12,Hilimegai
12,14,12,Toma
13,14,12,Mazino
14,14,12,Umbunasi
15,14,12,Aramo
16,14,12,Pulau-Pulau Batu Timur
17,14,12,Mazo
18,14,12,Fanayama
19,14,12,Ulunoyo
20,14,12,Huruna
21,14,12,O'o'u (Oou)
22,14,12,Onohazumba
23,14,12,Hilisalawa'ahe (Hilisalawaahe)
24,14,12,Ulususua
25,14,12,Sidua'ori
26,14,12,Somambawa
27,14,12,Boronadu
28,14,12,Simuk
29,14,12,Pulau-Pulau Batu Barat
30,14,12,Pulau-Pulau Batu Utara
31,14,12,Tanah Masa
32,14,12,Luahagundre Maniamolo
33,14,12,Onolalu
34,14,12,Ulu Idanotae
35,14,12,Idanotae
01,15,12,Sitelu Tali Urang Jehe (Sitellu)
02,15,12,Kerajaan
03,15,12,Salak
04,15,12,Sitelu Tali Urang Julu (Sitellu)
05,15,12,Pergetteng Getteng Sengkut
06,15,12,Pagindar
07,15,12,Tinada
08,15,12,Siempat Rube
01,16,12,Parlilitan
02,16,12,Pollung
03,16,12,Baktiraja (Bakti Raja)
04,16,12,Paranginan
05,16,12,Lintong Nihuta
06,16,12,Dolok Sanggul
07,16,12,Sijamapolang (Sijama Polang)
08,16,12,Onan Ganjang
09,16,12,Pakkat
10,16,12,Tarabintang (Tara Bintang)
01,17,12,Simanindo
02,17,12,Onan Runggu
03,17,12,Nainggolan
04,17,12,Palipi
05,17,12,Harian
06,17,12,Sianjar Mula Mula (Sianjur)
07,17,12,Ronggur Nihuta
08,17,12,Pangururan
09,17,12,Sitio-tio
01,18,12,Pantai Cermin
02,18,12,Perbaungan
03,18,12,Teluk Mengkudu
04,18,12,Sei Rampah
05,18,12,Tanjung Beringin
06,18,12,Bandar Khalipah / Khalifah
07,18,12,Dolok Merawan
08,18,12,Sipispis
09,18,12,Dolok Masihul
10,18,12,Kotarih
11,18,12,Silinda
12,18,12,Serba Jadi
13,18,12,Tebing Tinggi
14,18,12,Pegajahan
15,18,12,Sei Bamban
16,18,12,Tebing Syahbandar
17,18,12,Bintang Bayu
01,19,12,Medang Deras
02,19,12,Sei Suka
03,19,12,Air Putih
04,19,12,Lima Puluh (Limapuluh)
05,19,12,Talawi
06,19,12,Tanjung Tiram
07,19,12,Sei Balai
08,19,12,Laut Tador
09,19,12,Lima Puluh Pesisir
10,19,12,Datuk Lima Puluh
11,19,12,Datuk Tanah Datar
12,19,12,Nibung Hangus
01,20,12,Dolok Sigompulon
02,20,12,Dolok
03,20,12,Halongonan
04,20,12,Padang Bolak
05,20,12,Padang Bolak Julu
06,20,12,Portibi
07,20,12,Batang Onang
08,20,12,Simangambat
09,20,12,Hulu Sihapas
10,20,12,Padang Bolak Tenggara
11,20,12,Halongonan Timur
12,20,12,Ujung Batu
01,21,12,Sosopan
02,21,12,Barumun Tengah
03,21,12,Huristak
04,21,12,Lubuk Barumun
05,21,12,Hutaraja Tinggi (Huta Raja Tinggi)
06,21,12,Ulu Barumun
07,21,12,Barumun
08,21,12,Sosa
09,21,12,Batang Lubu Sutam
10,21,12,Barumun Selatan
11,21,12,Aek Nabara Barumun
12,21,12,Sihapas Barumun
13,21,12,Barumun Baru
14,21,12,Ulu Sosa
15,21,12,Sosa Julu
16,21,12,Barumun Barat
17,21,12,Sosa Timur
01,22,12,Kotapinang (Kota Pinang)
02,22,12,Kampung Rakyat
03,22,12,Torgamba
04,22,12,Sungai Kanan (Sei)
05,22,12,Silangkitang
01,23,12,Kualuh Hulu
02,23,12,Kualuh Leidong
03,23,12,Kualuh Hilir
04,23,12,Aek Kuo
05,23,12,Marbau
06,23,12,Na IX - X (Na IX-X)
07,23,12,Aek Natas
08,23,12,Kualuh Selatan
01,24,12,Lotu
02,24,12,Sawo
03,24,12,Tuhemberua
04,24,12,Sitolu Ori
05,24,12,Namohalu Esiwa
06,24,12,Alasa Talumuzoi
07,24,12,Alasa
08,24,12,Tugala Oyo
09,24,12,Afulu
10,24,12,Lahewa
11,24,12,Lahewa Timur
01,25,12,Lahomi (Gahori)
02,25,12,Sirombu
03,25,12,Mandrehe Barat
04,25,12,Moro'o
05,25,12,Mandrehe
06,25,12,Mandrehe Utara
07,25,12,Lolofitu Moi
08,25,12,Ulu Moro'o (Ulu Narwo)
01,71,12,Medan Kota
02,71,12,Medan Sunggal
03,71,12,Medan Helvetia
04,71,12,Medan Denai
05,71,12,Medan Barat
06,71,12,Medan Deli
07,71,12,Medan Tuntungan
08,71,12,Medan Belawan (Medan Belawan Kota)
09,71,12,Medan Amplas
10,71,12,Medan Area
11,71,12,Medan Johor
12,71,12,Medan Marelan
13,71,12,Medan Labuhan
14,71,12,Medan Tembung
15,71,12,Medan Maimun
16,71,12,Medan Polonia
17,71,12,Medan Baru
18,71,12,Medan Perjuangan
19,71,12,Medan Petisah
20,71,12,Medan Timur
21,71,12,Medan Selayang
01,72,12,Siantar Timur
02,72,12,Siantar Barat
03,72,12,Siantar Utara
04,72,12,Siantar Selatan
05,72,12,Siantar Marihat
06,72,12,Siantar Martoba
07,72,12,Siantar Sitalasari
08,72,12,Siantar Marimbun
01,73,12,Sibolga Utara
02,73,12,Sibolga Kota
03,73,12,Sibolga Selatan
04,73,12,Sibolga Sambas
01,74,12,Tanjungbalai Selatan (Tanjung Balai Selatan)
02,74,12,Tanjungbalai Utara (Tanjung Balai Utara)
03,74,12,Sei Tualang Raso
04,74,12,Teluk Nibung
05,74,12,Datuk Bandar
06,74,12,Datuk Bandar Timur
01,75,12,Binjai Utara
02,75,12,Binjai Kota
03,75,12,Binjai Barat
04,75,12,Binjai Timur
05,75,12,Binjai Selatan
01,76,12,Padang Hulu
02,76,12,Rambutan
03,76,12,Padang Hilir
04,76,12,Bajenis
05,76,12,Tebing Tinggi Kota
01,77,12,Padangsidimpuan Utara
02,77,12,Padangsidimpuan Selatan
03,77,12,Padangsidimpuan Batunadua
04,77,12,Padangsidimpuan Hutaimbaru
05,77,12,Padangsidimpuan Tenggara
06,77,12,Padangsidimpuan Angkola Julu
01,78,12,Gunungsitoli
02,78,12,Gunungsitoli Selatan
03,78,12,Gunungsitoli Utara
04,78,12,Gunungsitoli Idanoi
05,78,12,Gunungsitoli Alo'oa
06,78,12,Gunungsitoli Barat
01,01,13,Pancung Soal
02,01,13,Ranah Pesisir
03,01,13,Lengayang
04,01,13,Batang Kapas
05,01,13,IV Jurai
06,01,13,Bayang
07,01,13,Koto XI Tarusan
08,01,13,Sutera
09,01,13,Linggo Sari Baganti
10,01,13,Lunang
11,01,13,Basa Ampek Balai Tapan
12,01,13,IV Nagari Bayang Utara
13,01,13,Airpura
14,01,13,Ranah Ampek Hulu Tapan
15,01,13,Silaut
03,02,13,Pantai Cermin
04,02,13,Lembah Gumanti
05,02,13,Payung Sekaki
06,02,13,Lembang Jaya
07,02,13,Gunung Talang
08,02,13,Bukit Sundi
09,02,13,IX Koto Sungai Lasi
10,02,13,Kubung
11,02,13,X Koto Singkarak
12,02,13,X Koto Diatas
13,02,13,Junjung Sirih
17,02,13,Hiliran Gumanti
18,02,13,Tigo Lurah
19,02,13,Danau Kembar
03,03,13,Tanjung Gadang
04,03,13,Sijunjung
05,03,13,IV Nagari
06,03,13,Kamang Baru
07,03,13,Lubuak Tarok
08,03,13,Koto VII
09,03,13,Sumpur Kudus
10,03,13,Kupitan
01,04,13,X Koto (Sepuluh Koto)
02,04,13,Batipuh
03,04,13,Rambatan
04,04,13,Lima Kaum
05,04,13,Tanjung Emas
06,04,13,Lintau Buo
07,04,13,Sungayang
08,04,13,Sungai Tarab
09,04,13,Pariangan
10,04,13,Salimpaung (Salimpauang)
11,04,13,Padang Ganting
12,04,13,Tanjuang Baru (Tanjung Baru)
13,04,13,Lintau Buo Utara
14,04,13,Batipuah Selatan (Batipuh Selatan)
01,05,13,Lubuk Alung
02,05,13,Batang Anai
03,05,13,Nan Sabaris
04,05,13,2 x 11 Enam Lingkuang
05,05,13,VII Koto Sungai Sarik
06,05,13,V Koto Kampung Dalam
07,05,13,Sungai Garingging
08,05,13,Sungai Limau
09,05,13,IV Koto Aur Malintang
10,05,13,Ulakan Tapakih
11,05,13,Sintuak Toboh Gadang
12,05,13,Padang Sago
13,05,13,Batang Gasan
14,05,13,V Koto Timur
15,05,13,2 x 11 Kayu Tanam
16,05,13,Patamuan
17,05,13,Enam Lingkung
01,06,13,Tanjung Mutiara
02,06,13,Lubuk Basung
03,06,13,Tanjung Raya
04,06,13,Matur
05,06,13,IV Koto (Ampek Koto)
06,06,13,Banuhampu
07,06,13,Ampek Angkek (IV Angkat Candung)
08,06,13,Baso
09,06,13,Tilatang Kamang
10,06,13,Palupuh
11,06,13,Palembayan (Pelembayan)
12,06,13,Sungai Pua (Puar)
13,06,13,Ampek Nagari (IV Nagari )
14,06,13,Candung
15,06,13,Kamang Magek
16,06,13,Malalak (Malakak)
01,07,13,Suliki
02,07,13,Guguak (Gugu)
03,07,13,Payakumbuh
04,07,13,Luak (Luhak)
05,07,13,Harau
06,07,13,Pangkalan Koto Baru
07,07,13,Kapur IX/Sembilan
08,07,13,Gunuang Omeh (Gunung Mas)
09,07,13,Lareh Sago Halaban
10,07,13,Situjuah Limo Nagari (Situjuah Lima Nagari)
11,07,13,Mungka
12,07,13,Bukik Barisan
13,07,13,Akabiluru
04,08,13,Bonjol
05,08,13,Lubuk Sikaping
07,08,13,Panti
08,08,13,Mapat Tunggul
12,08,13,Duo Koto
13,08,13,Tigo Nagari
14,08,13,Rao
15,08,13,Mapat Tunggul Selatan
16,08,13,Simpang Alahan Mati
17,08,13,Padang Gelugur
18,08,13,Rao Utara
19,08,13,Rao Selatan
01,09,13,Pagai Utara
02,09,13,Sipora Selatan
03,09,13,Siberut Selatan
04,09,13,Siberut Utara
05,09,13,Siberut Barat
06,09,13,Siberut Barat Daya
07,09,13,Siberut Tengah
08,09,13,Sipora Utara
09,09,13,Sikakap
10,09,13,Pagai Selatan
01,10,13,Koto Baru
02,10,13,Pulau Punjung
03,10,13,Sungai Rumbai
04,10,13,Sitiung
05,10,13,Sembilan Koto
06,10,13,Timpeh
07,10,13,Koto Salak
08,10,13,Tiumang
09,10,13,Padang Laweh
10,10,13,Asam Jujuhan
11,10,13,Koto Besar
01,11,13,Sangir
02,11,13,Sungai Pagu
03,11,13,Koto Parik Gadang Diateh
04,11,13,Sangir Jujuan
05,11,13,Sangir Batang Hari
06,11,13,Pauh Duo
07,11,13,Sangir Balai Janggo
01,12,13,Sungai Beremas (Sei Beremas)
02,12,13,Lembah Melintang
03,12,13,Pasaman
04,12,13,Talamau
05,12,13,Kinali
06,12,13,Gunung Tuleh (Gunungtuleh)
07,12,13,Ranah Batahan
08,12,13,Koto Balingka
09,12,13,Sungai Aur (Sungaiaur)
10,12,13,Luhak Nan Duo
11,12,13,"Sasak Ranah Pasisie (Pesisir, Pasisir, Pesisie)"
01,71,13,Padang Selatan
02,71,13,Padang Timur
03,71,13,Padang Barat
04,71,13,Padang Utara
05,71,13,Bungus Teluk Kabung
06,71,13,Lubuk Begalung
07,71,13,Lubuk Kilangan
08,71,13,Pauh
09,71,13,Kuranji
10,71,13,Nanggalo
11,71,13,Koto Tangah
01,72,13,Lubuk Sikarah
02,72,13,Tanjung Harapan
01,73,13,Lembah Segar
02,73,13,Barangin
03,73,13,Silungkang
04,73,13,Talawi
01,74,13,Padang Panjang Timur
02,74,13,Padang Panjang Barat
01,75,13,Guguak Panjang (Guguk Panjang)
02,75,13,Mandiangin Koto Selayan
03,75,13,Aur Birugo Tigo Baleh
01,76,13,Payakumbuh Barat
02,76,13,Payakumbuh Utara
03,76,13,Payakumbuh Timur
04,76,13,Lamposi Tigo Nagori / Nagari
